node_id,name,original_name,former_name,jurisdiction,jurisdiction_description,company_type,address,internal_id,incorporation_date,inactivation_date,struck_off_date,dorm_date,status,service_provider,ibcRUC,country_codes,countries,sourceID,valid_until,note,node_type,degree,degree_centrality,betweenness_centrality
163843,E-Partners Worldwide Ltd,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,22-MAY-2007,,,,Not To Be Renewed / In Deregistration,Portcullis Trustnet,1406556,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,1.824056266772222e-06
165895,First Edge Capital Corporation,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,17-JUN-2008,,,,Active,Portcullis Trustnet,1487154,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,1.824056266772222e-06
145416,Power of Gold Corporation,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,12-JAN-2005,,,,Not To Be Renewed / In Deregistration,Portcullis Trustnet,637383,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,6,7.316091743790467e-05,1.909505463197895e-06
163850,Palma Premium Ltd,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,22-MAY-2007,,,,Active,Portcullis Trustnet,1406485,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,1.824056266772222e-06
141326,FINECORP INVESTMENT HOLDINGS LTD,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,19-FEB-2004,,,,Active,Portcullis Trustnet,582624,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,1.824056266772222e-06
81027087,Jayla Place; Wickhams Cay 1; Road Town; Tortola; British Virgin Islands,,,,,,Jayla Place,,,,,,,,,VGB,British Virgin Islands,Paradise Papers - Appleby,Appleby data is current through 2014,,Address,2101,0.0067308044042872295,0.00128319284967492
147471,Brixbance Universal Ltd,,,BVI,British Virgin Islands,Business Company Limited by Shares,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,08-MAY-2006,,,,Active,Portcullis Trustnet,1026036,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,6,7.316091743790467e-05,1.9104606935446674e-06
163855,Xtra-Cap Ltd,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,22-MAY-2007,,,,Active,Portcullis Trustnet,1406490,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,7.431856299594027e-07
81027090,Canon's Court; 22 Victoria Street; Hamilton; HM 12; Bermuda,,,,,,Canon's Court,,,,,,,,,BMU,Bermuda,Paradise Papers - Appleby,Appleby data is current through 2014,,Address,8558,0.07505090780505054,0.00849421675458013
147474,Canary City International Ltd,,,BVI,British Virgin Islands,Business Company Limited by Shares,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,08-MAY-2006,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,1026069,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,1.824056266772222e-06
147475,Coranilius Corporation,,,BVI,British Virgin Islands,Business Company Limited by Shares,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,08-MAY-2006,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,1026183,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,1.824056266772222e-06
165907,Redcroft Holdings Limited,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS;6 Temasek Boulevard #09-05 Suntec Four Singapore 038986",,18-JUN-2008,,,,Active,Portcullis Trustnet,1487620,VGB;SGP,British Virgin Islands;Singapore,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,1.824056266772222e-06
11012118,"MOSSACK FONSECA & CO. CZ, S.R.O",,,,,,MOSSACK FONSECA & CO. CZECH INC. AMAZON COURT BUILDING; KAROLINSKA 661/4; 18600 PRAGUE 8 - KARLIN PRAGUE CZECH REPUBLIC,7749.0,,,,,ACTIVE,,,CZE,Czech Republic,Panama Papers,The Panama Papers  data is current through 2015,,Intermediary,1550,0.0004023850459084757,9.754907938056334e-08
165913,Infini Investment Ltd,,,BVI,British Virgin Islands,Business Company Limited by Shares,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,18-JUN-2008,,,,Active,Portcullis Trustnet,1487622,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,1.824056266772222e-06
11008027,MOSSACK FONSECA & CO. (SINGAPORE) PTE LTD.,,,,,,"MOSSACK FONSECA & CO. (SINGAPORE) PTE LTD.  19 KEPPEL ROAD #03-05, 3RD STOREY JIT POH BUILDING SINGAPORE 089058 REPUBLIC OF SINGAPORE *S.I.*",4466.0,,,,,ACTIVE,,,SGP,Singapore,Panama Papers,The Panama Papers  data is current through 2015,,Intermediary,3888,0.0007316091743790467,0.0
141341,Trinity Capital International Limited,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,20-FEB-2004,,,,Active,Portcullis Trustnet,582706,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,1.824056266772222e-06
165917,Ninetyeight Holdings Limited,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,23-JUN-2008,,,,Active,Portcullis Trustnet,1488220,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,1.824056266772222e-06
163874,Montana View International Ltd,,,BVI,British Virgin Islands,Business Company Limited by Shares,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,29-MAY-2007,,,,Active,Portcullis Trustnet,1408115,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,4.707417370519248e-06
80011301,Appleby Trust (Cayman) Ltd.,,,,,,,,,,,,,,,CYM,Cayman Islands,Paradise Papers - Appleby,Appleby data is current through 2014,,Intermediary,2894,0.030105717525697774,0.0050540401585298916
131116,Ichiban Professionals Inc.,,,BVI,British Virgin Islands,Business Company Limited by Shares,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,10-FEB-2006,,,,Active,Portcullis Trustnet,1010329,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,4,4.8773944958603115e-05,7.318441739503318e-07
163885,Power Focus Enterprise Inc.,,,BVI,British Virgin Islands,Business Company Limited by Shares,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,29-MAY-2007,,,,Active,Portcullis Trustnet,1407923,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,4.707417370519248e-06
147502,MERC LOGISTICS LIMITED,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS;c/o UBS AG, Singapore 5 Temasek Boulevard #18-00 Suntec Tower 5 Singapore 038985",,07-JAN-2005,,,,Company liquidated,Portcullis Trustnet,636395,SGP;VGB,Singapore;British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,1.824056266772222e-06
131117,Iron Gate Universal Ltd,,,BVI,British Virgin Islands,Business Company Limited by Shares,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,10-FEB-2006,,,,Active,Portcullis Trustnet,1010300,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,4,4.8773944958603115e-05,7.318441739503318e-07
11012146,OMNI MANAGEMENT CONSULTANCY FZE,,,,,,ERGOSERVE CORPORATE SERVICES LIMITED KOLOKOTRONI & CHYRSOROGIAATISSI 3032 LIMASSOL CYPRUS *S.I.*,8987.0,,,,,ACTIVE,,,CYP,Cyprus,Panama Papers,The Panama Papers  data is current through 2015,,Intermediary,1315,0.00012193486239650779,0.0
145481,Financial Intelligence Limited,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,19-JAN-2005,,,,Active,Portcullis Trustnet,638342,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,1.0620661737976281e-07
81027146,Clifton House; 75 Fort Street; Grand Cayman KY1-1108; Cayman Islands,,,,,,Clifton House,,,,,,,,,CYM,Cayman Islands,Paradise Papers - Appleby,Appleby data is current through 2014,,Address,9268,0.0618819426662277,0.00761707904119192
163924,Armilin Capital Ltd,,,BVI,British Virgin Islands,Business Company Limited by Shares,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,05-JUN-2007,,,,Active,Portcullis Trustnet,1409392,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,1.824056266772222e-06
165974,Quest Heights Limited,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,03-JUL-2008,,,,Active,Portcullis Trustnet,1490923,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,1.824056266772222e-06
145495,Energy Resources Financial Ltd,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,03-JAN-2007,,,,Active,Portcullis Trustnet,1376045,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,1.824056266772222e-06
149594,PRECISION FAITH TRADING LIMITED,,,BVI,British Virgin Islands,Business Company Limited by Shares,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,08-FEB-2006,,,,Not To Be Renewed / In Deregistration,Portcullis Trustnet,1009828,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,4.819953027559652e-07
155741,ASCENT ENERGY HOLDINGS LIMITED,,,BVI,British Virgin Islands,Business Company Limited by Shares,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,28-AUG-2007,,,,Active,Portcullis Trustnet,1427909,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,2.99162622879224e-08
155743,BILLION SOW INTERNATIONAL LIMITED,,,BVI,British Virgin Islands,Business Company Limited by Shares,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,28-AUG-2007,,,,Active,Portcullis Trustnet,1427907,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,3.370684817450215e-06
147553,Stapley Universal Ltd,,,BVI,British Virgin Islands,Business Company Limited by Shares,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,22-NOV-2006,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,1065364,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,1.0620661737976281e-07
147557,BOWLER ENTERPRISES LIMITED,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,18-FEB-2005,,,,Company liquidated,Portcullis Trustnet,642972,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,7,7.316091743790467e-05,1.909505463197895e-06
141414,D'LLOYD HOLDINGS  LIMITED,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,03-MAR-2004,,,,Active,Portcullis Trustnet,584214,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,1.824056266772222e-06
127078,Oxford Union Ltd.,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS;TrustNet Chambers P.O. Box 3444 Road Town, Tortola British Virgin Islands",,04-SEP-2001,,,,Active,Portcullis Trustnet,247511,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,2.06881715706751e-07
147573,Golden Charm Universal Ltd,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,05-JAN-2007,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,1377588,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,6,6.0967431198253896e-05,1.824056266772222e-06
147575,Infinite Brilliance Inc.,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,05-JAN-2007,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,1377593,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,6,6.0967431198253896e-05,1.824056266772222e-06
157819,MILLION EAGLE CONSULTANTS LIMITED,,,BVI,British Virgin Islands,Business Company Limited by Shares,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,12-FEB-2008,,,,Active,Portcullis Trustnet,1464130,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,6,6.0967431198253896e-05,1.0620661737976281e-07
82012291,Island Romance Holidays Ltd.,,,KY,Cayman Islands,,,,29-APR-1994,,,,,Appleby,53797,CYM,Cayman Islands,Paradise Papers - Appleby,Appleby data is current through 2014,,Entity,5,6.0967431198253896e-05,1.4087518128139413e-07
157828,Formidable Holdings Overseas Limited,,,BVI,British Virgin Islands,Business Company Limited by Shares,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,14-FEB-2008,,,,Not To Be Renewed / In Deregistration,Portcullis Trustnet,1464498,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,3.372371002951691e-06
131206,"TW INTERNATIONAL HOLDING (BVI) CO., LTD.",,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS;David Chong & Co. Office B1, 7/F. Loyong Court 212-220 Lockhart Road Wanchai Hong Kong",,10-FEB-2000,,,,Active,Portcullis Trustnet,368636,CYM;VGB,Cayman Islands;British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,4,4.8773944958603115e-05,1.6887261131648856e-05
131217,CYBER BAY GROUP INC.,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,11-FEB-2000,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,368925,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,4,4.8773944958603115e-05,3.258506276617543e-08
131219,WEALTH PLANNER LIMITED,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,11-FEB-2000,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,368927,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,4,4.8773944958603115e-05,3.258506276617543e-08
163989,Innovating Comtech Enterprises Ltd,,,BVI,British Virgin Islands,Business Company Limited by Shares,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,28-JUN-2007,,,,Active,Portcullis Trustnet,1413650,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,1.824056266772222e-06
131223,MEDIA FEATURES GROUP LIMITED,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,11-FEB-2000,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,368964,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,4,4.8773944958603115e-05,3.258506276617543e-08
157852,Auric Capital Partners Inc,,,BVI,British Virgin Islands,Business Company Limited by Shares,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,19-FEB-2008,,,,Active,Portcullis Trustnet,1465155,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,3.370684817450215e-06
131228,ZIP HOLDINGS LIMITED,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,11-FEB-2000,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,368969,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,4,4.8773944958603115e-05,3.258506276617543e-08
131231,STANDARD TRACKER GROUP INC.,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,15-FEB-2000,,,,Active,Portcullis Trustnet,369213,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,4.8773944958603115e-05,3.258506276617543e-08
164000,Courlande Investments Ltd,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,03-JUL-2007,,,,Active,Portcullis Trustnet,1415120,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,6,6.0967431198253896e-05,1.0620661737976281e-07
164001,Sarrasine Overseas Holdings Ltd,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,03-JUL-2007,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,1415127,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,1.824056266772222e-06
20642,Standard Directors Ltd.,,,,,,,,,,,,,,,VIR,U.S. Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Officer,1995,0.02378949165355867,0.205297212138997
141479,Racecourse Investments Ltd,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,11-MAR-2004,,,,Active,Portcullis Trustnet,585564,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,6.485417476217261e-07
166057,Presario Trading Inc.,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS;6 Temasek Boulevard #09-05 Suntec Four Singapore 038986",,21-JUL-2008,,,,Active,Portcullis Trustnet,1494220,VGB;SGP,British Virgin Islands;Singapore,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,1.824056266772222e-06
131244,ENERGY RIDER TRADING CORPORATION,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS;David Chong & Co. Office B1, 7/F. Loyong Court 212-220 Lockhart Road Wanchai Hong Kong",,15-FEB-2000,,,,Active,Portcullis Trustnet,369198,VGB;CYM,British Virgin Islands;Cayman Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,0.0001348226379935371
141491,VALUEPRO INVESTMENTS LTD,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,11-MAR-2004,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,585566,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,1.824056266772222e-06
153783,BLOOM RICH GROUP LIMITED,,,BVI,British Virgin Islands,Business Company Limited by Shares,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,20-MAR-2007,,,,Active,Portcullis Trustnet,1393095,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,4.538145644476952e-07
131256,ZIP TRADING LIMITED,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS;David Chong & Co. Office B1, 7/F. Loyong Court 212-220 Lockhart Road Wanchai Hong Kong",,15-FEB-2000,,,,Transferred Out,Portcullis Trustnet,369208,VGB;CYM,British Virgin Islands;Cayman Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,4,4.8773944958603115e-05,1.6887261131648856e-05
153785,FINE FANCY MANAGEMENT LIMITED,,,BVI,British Virgin Islands,Business Company Limited by Shares,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,20-MAR-2007,,,,Active,Portcullis Trustnet,1393096,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,2.99162622879224e-08
164025,Sky High Trading Development Limited,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,04-JUL-2007,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,1415071,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,1.824056266772222e-06
166073,Coral Heights Investments Holding Ltd,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,23-JUL-2008,,,,Not To Be Renewed / In Deregistration,Portcullis Trustnet,1494617,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,1.824056266772222e-06
11002044,CORPORATE MANAGEMENT SERVICES LIMITED,,,,,,"CORPORATE MANAGEMENT SERVICES LIMITED 1301 BANK OF AMERICA TOWER 12 HARCOURT ROAD CENTRAL, HONG KONG. **S.I.**",15805.0,,,,,ACTIVE,,,HKG,Hong Kong,Panama Papers,The Panama Papers  data is current through 2015,,Intermediary,657,0.001377863945080538,1.0242653334959151e-06
131260,MILEAGE TRACK HOLDINGS INC.,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,15-FEB-2000,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,369212,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,4,4.8773944958603115e-05,3.258506276617543e-08
164030,Class8 Assets Inc.,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,05-JUL-2007,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,1415973,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,1.0620661737976281e-07
164031,Regional Services Overseas Ltd,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,05-JUL-2007,,,,Active,Portcullis Trustnet,1416188,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,1.0620661737976281e-07
11012290,MOSSFON MANAGERS LTD.,,,,,,MOSSFON MANAGERS LTD. SAFFREY SQUARE; SUITE 205; BANK LANE P.O. BOX N-8188 NASSAU **S.I**; NEW PROVIDENCE ISLAND BAHAMAS,12819.0,,,,,ACTIVE,,,BHS,Bahamas,Panama Papers,The Panama Papers  data is current through 2015,,Intermediary,1871,7.316091743790467e-05,1.5242043653213024e-08
166083,Notting Hill Holdings Offshore Group Limited,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,23-JUL-2008,,,,Active,Portcullis Trustnet,1494606,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,1.824056266772222e-06
166084,Quartz International Group Limited,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,23-JUL-2008,,,,Active,Portcullis Trustnet,1494565,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,1.824056266772222e-06
147655,Armoric Management Pte Ltd,,,BVI,British Virgin Islands,Standard International Company,"Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,25-MAY-2007,,,,Active,Portcullis Trustnet,1407735,VGB,British Virgin Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,1.824056266772222e-06
151751,SUN TALENT TRADING LIMITED,,,BVI,British Virgin Islands,Business Company Limited by Shares,"David Chong & Co. Office B1, 7/F. Loyong Court 212-220 Lockhart Road Wanchai Hong Kong;Portcullis TrustNet Chambers P.O. Box 3444 Road Town, Tortola BRITISH VIRGIN ISLANDS",,18-SEP-2006,,,,Struck / Defunct / Deregistered,Portcullis Trustnet,1051876,VGB;CYM,British Virgin Islands;Cayman Islands,Offshore Leaks,The Offshore Leaks data is current through 2010,,Entity,5,6.0967431198253896e-05,0.0001348226379935371
